back_premise,back_hypothesis,label
국가적 위기에 처할 때마다 우리의 노사정은 뜻을 모으고 연대하고 협력하며 위기를 극복하는 역사적 전통이 있다.,국가적 위기 때마다 노사정이 이기적이고 개인주의적인 태도를 보였다.,contradiction
국가직이나 지방직이 아닌 애매한 조직구조가 만들어지면서 지자체의 예산투자가 더 소극적일 수 있다는 우려가 나오는 게 사실이다.,지방직이든 국가직이든 애매한 조직구조가 만들어졌다.,entailment
국가직이나 지방직이 아닌 애매한 조직구조가 만들어지면서 지자체의 예산투자가 더 소극적일 수 있다는 우려가 나오는 게 사실이다.,지방직인지 국가직인지 명확히 구분하는 조직구조가 만들어졌다.,contradiction
전국하천 실시간 모니터링 시스템은 내년부터 2022년까지 전국하천 전 구간 구축을 목표로 하고 있다.,국가하천 실시간 모니터링 시스템이 요즘 인기 있는 이슈다.,neutral
국내 가구기업이 해외 유명 건설자재 업체와 독점수입계약을 맺은 것은 이번이 처음이다.,국내 가구기업이 해외 유명 건설자재 업체와 처음으로 독점수입계약을 체결했다.,entailment
국내 가구기업이 해외 유명 건설자재 업체와 독점수입계약을 맺은 것은 이번이 처음이다.,국내 가구기업이 해외 유명 건설자재업체와 독점수입계약을 맺은 것은 이번이 두 번째다.,contradiction
국내 기술 경쟁력 향상과 운영 성능 확보로 외국 기술 도입을 대체하고 수소 사용가 인하 및 국민 수용도 제고에 기여할 수 있을 것으로 기대된다.,수소 사용 가격을 낮추는 데 기여할 것으로 기대되는 방안이 있다.,entailment
"국내 기술로 개발한 탄소섬유를 이용해 선박과 수소용기, 소화수탱크 등을 제조하고 안전기준을 마련하기로 했다.",국내 기술로 개발된 탄소섬유가 더 실용적이다.,neutral
"국내 기술로 개발한 탄소섬유를 이용해 선박과 수소용기, 소화수탱크 등을 제조하고 안전기준을 마련하기로 했다.",국내 기술로 만든 탄소섬유를 사용해 선박을 제작하기로 했다.,entailment
국내여행 조기예약할인상품 지원사업은 제주 특정여행상품을 지원대상으로 포함한 국내여행상품 판매를 활성화하기 위해 공모기준이 변경됐다.,연령제한 해제는 변경된 공모기준의 일환이다.,neutral
국내여행 조기예약할인상품 지원사업은 제주 특정여행상품을 지원대상으로 포함한 국내여행상품 판매를 활성화하기 위해 공모기준이 변경됐다.,제주의 특정 여행상품이 국내여행 조기예약 할인상품 지원사업에서 제외됐다.,contradiction
국립공원 내 다중이용시설이 검역과 운영여건을 고려해 23일부터 운영을 재개한다.,국립공원 내 다중이용시설이 23일부터 운영을 재개한다.,entailment
국립공원 내 다중이용시설이 검역과 운영여건을 고려해 23일부터 운영을 재개한다.,국립공원 내 다중이용시설은 23일 이후 가동이 불가능하다.,contradiction
국립공원 다중이용시설은 통합예약시스템을 통해 사전예약 후 이용이 가능하다.,국립공원 내 다중이용시설은 전화로 사전예약이 가능하다.,neutral
국립공원 다중이용시설은 통합예약시스템을 통해 사전예약 후 이용이 가능하다.,통합예약시스템을 통해 사전예약을 하더라도 국립공원의 다중이용시설을 이용할 수 없다.,contradiction
국립공원 다중이용시설은 통합예약시스템을 통해 사전예약 후 이용이 가능하다.,통합예약시스템을 통해 사전예약을 하면 국립공원의 다중이용시설을 이용할 수 있다.,entailment
국립공원 내 주요 명소의 360도 입체영상을 활용해 실제 국립공원을 방문하지 않고도 생생한 간접 체험을 할 수 있다.,국립공원은 생생한 간접체험을 위해 주요 명소를 180도 입체영상만 사용한다.,contradiction
국립공원 내 주요 명소의 360도 입체영상을 활용해 실제 국립공원을 방문하지 않고도 생생한 간접 체험을 할 수 있다.,국립공원은 생생한 간접체험을 위해 주요 명소의 360도 입체영상을 활용한다.,entailment
국립공원 내 주요 명소의 360도 입체영상을 활용해 실제 국립공원을 방문하지 않고도 생생한 간접 체험을 할 수 있다.,국립공원 탐방객이 줄면서 간접체험이 인기를 끌고 있다.,neutral
국립항공박물관은 기념일이나 행사를 계기로 특별 전시회도 개최할 예정이다.,국립항공박물관은 아직 특별전을 열 계획이 없다.,contradiction
국립항공박물관은 기념일이나 행사를 계기로 특별 전시회도 개최할 예정이다.,다음 달 국립항공박물관의 첫 번째 특별전이 열릴 예정이다.,neutral
김태호 국무총리 후보자가 오늘 오전 10시 기자회견을 열고 사퇴 의사를 밝혔습니다.,김태호는 일주일 뒤 사임 의사를 번복했다.,neutral
김태호 국무총리 후보자가 오늘 오전 10시 기자회견을 열고 사퇴 의사를 밝혔습니다.,오늘 오전 10시에 기자 회견이 열렸습니다.,entailment
"국민 여러분, 정부는 오늘 새로운 대한민국의 미래를 열겠다는 약속으로 한국판 뉴딜정책의 과감한 계획과 계획을 발표한다.",정부는 국민들에게 한국판 뉴딜 정책을 발표한다.,entailment
"국민 여러분, 정부는 오늘 새로운 대한민국의 미래를 열겠다는 약속으로 한국판 뉴딜정책의 과감한 계획과 계획을 발표한다.",한국판 뉴딜의 과감한 계획과 계획을 밤에 발표합니다.,neutral
"국민 여러분, 정부의 역할이 커지고 책임도 무거워졌습니다.",시장에서 정부의 역할이 더욱 커진 것이다.,neutral
"국민 여러분, 정부의 역할이 커지고 책임도 무거워졌습니다.",정부의 역할이 커지고 책임도 커졌다.,entailment
"국민 여러분, 정부의 역할이 커지고 책임도 무거워졌습니다.",정부의 역할이 축소되고 책임도 가벼워졌다.,contradiction
"친애하는 국민 여러분, 한국판 뉴딜정책은 앞으로도 계속 진화할 것입니다.","친애하는 국민 여러분, 한국판 뉴딜정책은 중국과 계속 협력할 것입니다.",neutral
국민들의 적극적인 관심과 소비 활동이 기대된다.,저는 국민들의 무관심을 기대합니다.,contradiction
국민안전처는 태풍 차바가 전국적으로 7명의 사망자와 3명의 실종자를 발생시켰다고 발표했다.,국민안전처는 사망자가 7명 발생했다고 밝혔다.,entailment
국민안전처는 태풍 차바가 전국적으로 7명의 사망자와 3명의 실종자를 발생시켰다고 발표했다.,태풍 차바로 인한 사망자가 실종자보다 적다.,contradiction
국민안전처는 태풍 차바가 전국적으로 7명의 사망자와 3명의 실종자를 발생시켰다고 발표했다.,태풍 피해는 중국이 가장 컸다.,neutral
총리가 책임지고 국민을 위한 소신 행정을 지켜줄 것이다.,누구도 국민을 위한 소신 행정을 지켜주지 않을 것이다.,contradiction
총리가 책임지고 국민을 위한 소신 행정을 지켜줄 것이다.,사실 총리는 국민을 위해 소신을 지킬 것이다.,neutral
총리가 책임지고 국민을 위한 소신 행정을 지켜줄 것이다.,총리가 책임지고 국민을 위한 소신행정을 지켜줄 것이다.,entailment
국방부 발표에 앞서 여러 언론을 통해 새드가 성주에 배치될 것이라는 소식이 전해졌다.,사드를 어디에 둘 것인가에 대한 논쟁이 있었다.,neutral
국방부가 기무사 개혁위원회의 권고를 수용한 개혁안을 문 대통령에게 보고한 것으로 보인다.,국방부의 개혁안이 통과되었다,neutral
국방부가 기무사 개혁위원회의 권고를 수용한 개혁안을 문 대통령에게 보고한 것으로 보인다.,문 대통령은 국방부로부터 보고를 받았다.,entailment
국방부는 자진신고 시 음주시설 방문금지 지침을 위반한 혐의로 처벌하지 않겠다고 밝혔다.,음주시설 방문금지 지침 위반은 징계위원회에 회부될 예정이다.,neutral
국방부는 자진신고 시 음주시설 방문금지 지침을 위반한 혐의로 처벌하지 않겠다고 밝혔다.,음주 시설 방문을 금지하는 지침이 있습니다.,entailment
국방부는 한·미 공동실무단의 검토 과정과 양국 국방장관 승인에 따라 경북 성주 지역이 사드 배치 부지로 결정됐다고 밝혔다.,사드 배치 장소는 경남 영천으로 결정됐다.,contradiction
국세청은 신고는 본인이 직접 작성하거나 세무대리인을 통해 작성해야 하며 모든 신고는 본인이 책임져야 한다고 밝혔다.,국세청이 신고서 작성 방법을 친절하게 알려준다.,neutral
국세청은 신고는 본인이 직접 작성하거나 세무대리인을 통해 작성해야 하며 모든 신고는 본인이 책임져야 한다고 밝혔다.,국세청은 신고 책임이 본인과 무관하다는 입장이다.,contradiction
국세청은 지난해 1분기 매출 기준 감면 사업자가 약 136만명에 이를 것으로 전망했다.,국세청은 매년 감면 사업을 관리한다.,neutral
국세청은 지난해 1분기 매출 기준 감면 사업자가 약 136만명에 이를 것으로 전망했다.,국세청은 지난해 1분기 매출액 기준 감면 사업자가 1000만 명을 넘을 것으로 전망했다.,contradiction
국세청은 지난해 1분기 매출 기준 감면 사업자가 약 136만명에 이를 것으로 전망했다.,국세청은 지난해 1분기 매출 기준 감면 사업자가 약 136만명에 이를 것으로 전망했다.,entailment
국세청은 피해를 입은 납세자들이 경제적 피해를 빨리 회복할 수 있도록 세법이 허용하는 범위 내에서 세제 지원을 하겠다고 밝혔다.,국세청은 매년 경제적 피해를 보는 납세자들이 있다고 밝혔다.,neutral
국정원 직원들이 국정원법이 금지하는 정치개입은 하지 않았지만 선거에 개입하지 않은 것으로 판단했다.,국정원 직원 전원이 정치에 적극 개입했다.,neutral
국정원 직원들이 국정원법이 금지하는 정치개입은 하지 않았지만 선거에 개입하지 않은 것으로 판단했다.,국정원 직원들이 선거에 개입하지 않았다고 판단한 것이다.,entailment
민간 기업이 발사한 유인 우주선이 5월 30일 오후 3시 22분에 처음으로 국제우주정거장에 성공적으로 도킹했다.,국제우주정거장에 성공적으로 도킹한 유인우주선은 없다.,contradiction
민간 기업이 발사한 유인 우주선이 5월 30일 오후 3시 22분에 처음으로 국제우주정거장에 성공적으로 도킹했다.,유인 우주선에는 세 명의 우주 비행사가 타고 있었다.,neutral
민간 기업이 발사한 유인 우주선이 5월 30일 오후 3시 22분에 처음으로 국제우주정거장에 성공적으로 도킹했다.,민간 기업이 30일 오후 3시 22분 발사한 유인 우주선이 국제우주정거장에 도킹하는 데 성공했다.,entailment
국토교통부가 2022년까지 국가하천 분야 한국판 뉴딜사업을 추진한다고 28일 밝혔다.,국토교통부가 2022년까지 국가하천 분야 한국판 뉴딜사업을 추진한다고 28일 밝혔다.,entailment
